Jackknife	Sample	HIGH	MODERATE	LOW	MODIFIER	Total_Alleles
16	WE2431	1551	68186	225053	11235817	60249034
16	WS05	3016	127443	436142	22553776	59198038
16	BB10	2800	120916	420284	21210231	56518116
16	CA14	2738	113106	398843	20139465	56904758
16	VG21	2900	120408	420997	21594257	58517916
16	CE29	2994	124452	435936	22493125	60756236
16	FC11	904	39733	130803	6576799	60759720
16	MM27	2798	114298	403218	20681853	58384818
16	NF30	2896	122655	428334	21886805	57696522
16	MI21	1448	64342	209463	10659278	61071822
16	FU14	2685	113885	395912	20287763	58149640
16	BB13	2809	117971	412676	20975899	55981606
16	WB20	1135	53101	176284	8701801	59983736
17	SH2514	3041	125000	436320	22445289	59864226
17	NF24	3010	126220	439853	22505533	59213168
17	WB13	1321	59308	195865	9698679	60890482
17	CW2212	1797	81204	266656	13177977	58775904
17	SH2515	3086	125241	438059	22480628	59712770
17	VR14	1682	77502	251372	12445549	59164966
17	DN26	1430	63692	206464	10226413	59459316
17	BU1031	1935	83423	272884	13550899	57372190
17	VT27	3041	126755	438394	22552967	60243284
17	CW2214	2079	90696	300785	15149381	60779704
17	BU04	1997	86799	284903	14044884	58771010
17	GC30	2768	114704	401278	20374865	57384024
17	DL2524	2869	125326	429428	21927263	57568808
17	VT29	2760	119755	415811	21140245	56579304
17	DL23523	3085	128208	443060	22730808	59555380
17	PZ29	1559	68952	223882	11075291	60808816
17	LI04	865	37586	127578	6360461	60093198
17	WE2430	1576	68536	226923	11282457	60907214
17	WS04	3040	128763	444666	22793768	59991648
17	WE2431	1565	68757	226234	11262592	60458896
17	WS05	3064	128315	439836	22640377	59407960
17	BB10	2849	121647	423512	21293333	56719086
17	CA14	2777	114001	401758	20209236	57104854
17	VG21	2938	121259	424252	21677820	58720956
17	CE29	3031	125181	439391	22578011	60969242
17	FC11	915	39972	131490	6590148	60970824
17	MM27	2840	115029	406359	20757811	58591714
17	NF30	2949	123429	431908	21973074	57900822
17	MI21	1459	64798	210954	10690113	61284848
17	FU14	2710	114622	398871	20362042	58352790
17	BB13	2854	118766	415902	21056317	56186972
17	WB20	1168	53345	177458	8727221	60192692
18	SH2514	2995	123210	431732	22407128	59776854
18	NF24	2957	124411	434939	22469974	59121730
18	WB13	1294	58272	193258	9687553	60796890
18	CW2212	1755	79865	263269	13152397	58687806
18	SH2515	3029	123498	433606	22444240	59627056
18	VR14	1636	76259	248549	12430124	59075602
18	DN26	1387	62389	203539	10218529	59372410
18	BU1031	1894	82245	270023	13543402	57289390
18	VT27	2995	124870	433857	22520735	60158966
18	CW2214	2047	89479	298279	15137682	60688146
18	BU04	1948	85482	281856	14035370	58680450
18	GC30	2718	113006	396923	20341448	57304038
18	DL2524	2842	123524	425213	21891580	57481922
18	VT29	2715	118004	411435	21112036	56501298
18	DL23523	3028	126236	438278	22695611	59470318
18	PZ29	1527	67916	221143	11063197	60718460
18	LI04	850	37000	125748	6348245	60003292
18	WE2430	1538	67568	224604	11289329	60811456
18	WS04	3008	126899	440148	22757991	59907676
18	WE2431	1530	67779	223697	11252885	60365920
18	WS05	3018	126444	434918	22605489	59329426
18	BB10	2816	119793	419098	21252031	56626066
18	CA14	2728	112151	397565	20183157	57026334
18	VG21	2899	119502	419440	21640288	58635198
18	CE29	2991	123249	434527	22523896	60876444
18	FC11	899	39317	129714	6580526	60876784
18	MM27	2788	113287	401560	20721503	58508754
18	NF30	2891	121537	426816	21930231	57812770
18	MI21	1407	63612	208157	10686766	61193536
18	FU14	2666	112797	394785	20328010	58273702
18	BB13	2822	117189	411695	21023917	56097854
18	WB20	1154	52730	175330	8717853	60104470
19	SH2514	3001	122482	434566	22567914	60167502
19	NF24	2974	123656	437988	22629410	59506706
19	WB13	1296	57708	194554	9746101	61196920
19	CW2212	1763	79186	264795	13228054	59074708
19	SH2515	3041	122716	436100	22601664	60015528
19	VR14	1658	75594	249744	12498273	59466862
19	DN26	1397	61945	205036	10281846	59758810
19	BU1031	1899	81446	271537	13619472	57663214
19	VT27	3009	124176	436599	22673961	60549810
19	CW2214	2044	88644	299066	15199680	61081506
19	BU04	1960	84650	283452	14114197	59064678
19	GC30	2736	112311	399627	20483865	57673658
19	DL2524	2828	122861	427738	22045457	57855014
19	VT29	2719	117264	414183	21254466	56868672
19	DL23523	3049	125771	441168	22858689	59860052
19	PZ29	1526	67155	222178	11119834	61113942
19	LI04	854	36260	126216	6377382	60395486
19	WE2430	1543	66574	225545	11346579	61210684
19	WS04	2995	126195	442837	22917559	60292978
19	WE2431	1539	66678	224455	11309655	60763544
19	WS05	3031	125677	437987	22765698	59710706
19	BB10	2816	119156	421616	21406659	56999382
19	CA14	2743	111652	400228	20323243	57393902
19	VG21	2909	118708	422547	21797446	59016064
19	CE29	2992	122536	437247	22677976	61270844
19	FC11	892	38566	130165	6608224	61276282
19	MM27	2804	112632	404625	20869325	58890712
19	NF30	2910	120855	429998	22088840	58187412
19	MI21	1434	63096	209709	10743591	61590720
19	FU14	2678	112312	397363	20472245	58653558
19	BB13	2818	116364	414164	21170143	56461640
19	WB20	1146	51860	176170	8762175	60500518
20	SH2514	3035	124401	435962	22488679	59984506
20	NF24	3007	125558	439413	22547316	59331132
20	WB13	1316	59061	195763	9725619	61016220
20	CW2212	1786	80637	265916	13180913	58896330
20	SH2515	3079	124683	437543	22520164	59833328
20	VR14	1673	77082	251142	12457849	59285888
20	DN26	1423	63427	206499	10263283	59578256
20	BU1031	1928	82999	272894	13573082	57488798
20	VT27	3032	126120	437933	22592976	60366554
20	CW2214	2071	90172	300206	15151784	60901776
20	BU04	1984	86346	284787	14067441	58889036
20	GC30	2760	114126	400957	20412345	57499740
20	DL2524	2869	124787	429043	21965519	57683836
20	VT29	2753	119134	415542	21181388	56695564
20	DL23523	3081	127598	442444	22769301	59674854
20	PZ29	1549	68389	223353	11077370	60931986
20	LI04	864	37443	127521	6375711	60215344
20	WE2430	1568	68236	227051	11317918	61027130
20	WS04	3036	128182	444130	22832954	60111276
20	WE2431	1553	68360	225996	11270886	60581576
20	WS05	3054	127647	439312	22681669	59529318
20	BB10	2841	121007	422985	21326803	56828306
20	CA14	2765	113373	401617	20250274	57221558
20	VG21	2944	120669	423803	21720462	58838854
20	CE29	3028	124546	438731	22602944	61089802
20	FC11	913	39823	131474	6606171	61093196
20	MM27	2832	114397	405785	20795007	58710130
20	NF30	2944	122823	431447	22010337	58017478
20	MI21	1451	64399	210850	10705618	61407208
20	FU14	2707	114115	398553	20402453	58474934
20	BB13	2845	118161	415506	21093751	56292196
20	WB20	1162	53034	177135	8737633	60315408
21	SH2514	3044	124950	436790	22468935	59932054
21	NF24	3018	126121	440170	22530260	59276566
21	WB13	1323	59308	196325	9727968	60959748
21	CW2212	1794	81137	266876	13179356	58843062
21	SH2515	3085	125251	438420	22501697	59781946
21	VR14	1678	77568	251831	12459674	59232226
21	DN26	1429	63778	207083	10275320	59526596
21	BU1031	1935	83400	273537	13577013	57438306
21	VT27	3043	126681	438855	22568418	60313278
21	CW2214	2079	90635	300983	15146660	60848776
21	BU04	1996	86818	285582	14070425	58835466
21	GC30	2772	114682	401801	20395750	57448680
21	DL2524	2876	125292	430067	21946149	57633096
21	VT29	2759	119687	416338	21156285	56649748
21	DL23523	3093	128101	443529	22752038	59623014
21	PZ29	1561	68890	224030	11095793	60878032
21	LI04	868	37554	127773	6370371	60161126
21	WE2430	1574	68544	227549	11322068	60974358
21	WS04	3042	128669	445082	22817119	60059484
21	WE2431	1565	68712	226651	11294996	60526740
21	WS05	3070	128205	440085	22663981	59481936
21	BB10	2855	121570	423911	21313484	56781732
21	CA14	2775	113939	402466	20237164	57173740
21	VG21	2951	121178	424771	21703031	58788504
21	CE29	3037	125049	439612	22583074	61036026
21	FC11	917	39916	131715	6598851	61039808
21	MM27	2845	115019	406734	20778183	58660744
21	NF30	2952	123364	432222	21994284	57968956
21	MI21	1460	64810	211422	10722694	61353126
21	FU14	2712	114656	399393	20382820	58421324
21	BB13	2858	118698	416365	21077081	56244340
21	WB20	1171	53306	177734	8741328	60261724
22	SH2514	3044	124544	435370	22443775	59867736
22	NF24	3012	125770	438949	22509154	59215510
22	WB13	1316	59046	195595	9707111	60899516
22	CW2212	1785	80807	265848	13162678	58788830
22	SH2515	3088	124787	436956	22473308	59718888
22	VR14	1668	77195	250952	12445096	59177910
22	DN26	1429	63484	206505	10244573	59469392
22	BU1031	1917	83082	272356	13557321	57388790
22	VT27	3041	126338	437683	22553914	60246932
22	CW2214	2070	90182	299515	15100031	60786370
22	BU04	1980	86494	284738	14055865	58781910
22	GC30	2763	114380	400629	20375882	57386216
22	DL2524	2867	124915	428580	21924678	57576116
22	VT29	2759	119315	414935	21137247	56587094
22	DL23523	3088	127774	442229	22735620	59560076
22	PZ29	1557	68686	223523	11088332	60819510
22	LI04	868	37418	127483	6367544	60104560
22	WE2430	1558	68241	226923	11300609	60914590
22	WS04	3038	128312	443702	22793796	59995608
22	WE2431	1555	68483	226020	11271613	60468926
22	WS05	3062	127820	438856	22641678	59417662
22	BB10	2853	121196	422582	21288735	56720050
22	CA14	2769	113497	401157	20214829	57108626
22	VG21	2950	120773	423346	21679902	58726060
22	CE29	3030	124751	438341	22560589	60972862
22	FC11	917	39732	131510	6600249	60979484
22	MM27	2834	114669	405634	20760655	58594926
22	NF30	2941	123007	431001	21972484	57905254
22	MI21	1457	64605	211107	10718533	61292464
22	FU14	2715	114310	398319	20365916	58359892
22	BB13	2856	118288	415059	21057125	56185088
22	WB20	1169	53145	177363	8741432	60204510
23	SH2514	3040	124503	435741	22438962	59862474
23	NF24	3010	125654	439186	22499353	59207708
23	WB13	1314	59130	195767	9708028	60894826
23	CW2212	1794	80829	266289	13169893	58784528
23	SH2515	3084	124782	437317	22465416	59710750
23	VR14	1673	77180	251127	12442074	59176510
23	DN26	1417	63460	206271	10234416	59467574
23	BU1031	1933	83158	273027	13565046	57386148
23	VT27	3037	126296	438062	22550185	60240346
23	CW2214	2075	90194	299922	15105902	60780546
23	BU04	1993	86576	285031	14058179	58782528
23	GC30	2762	114180	400951	20371087	57379420
23	DL2524	2879	124798	428992	21923538	57573762
23	VT29	2753	119324	415541	21135769	56573958
23	DL23523	3094	127546	442630	22731090	59556296
23	PZ29	1547	68707	223628	11084735	60813710
23	LI04	865	37374	127394	6362990	60101194
23	WE2430	1565	68299	226859	11306549	60910800
23	WS04	3045	128120	444102	22783748	59990500
23	WE2431	1561	68496	226079	11267661	60465326
23	WS05	3070	127596	439058	22629027	59409264
23	BB10	2846	121168	423050	21291811	56716302
23	CA14	2770	113575	401711	20212803	57101682
23	VG21	2945	120799	423801	21680740	58718856
23	CE29	3035	124602	438590	22554416	60965270
23	FC11	909	39807	131428	6597472	60974978
23	MM27	2834	114559	405871	20756470	58589010
23	NF30	2947	122931	431184	21969351	57900838
23	MI21	1448	64503	210989	10704647	61288068
23	FU14	2708	114306	398505	20360938	58351452
23	BB13	2855	118219	415465	21056508	56179126
23	WB20	1169	53131	177602	8736427	60200220
24	SH2514	3037	124135	434322	22385364	59714416
24	NF24	3012	125217	437599	22442867	59063344
24	WB13	1312	58775	195215	9682355	60744208
24	CW2212	1778	80381	265403	13138333	58642476
24	SH2515	3082	124360	435775	22416065	59557078
24	VR14	1672	76711	250257	12404594	59031188
24	DN26	1417	63347	206074	10240207	59314420
24	BU1031	1925	82756	271957	13531333	57248786
24	VT27	3023	125829	436324	22496369	60088088
24	CW2214	2065	89866	298681	15060781	60626838
24	BU04	1986	86098	284003	14027081	58638650
24	GC30	2748	113835	399519	20324975	57234092
24	DL2524	2871	124446	427203	21870511	57431366
24	VT29	2732	118759	413640	21086865	56431870
24	DL23523	3083	127292	440889	22675879	59404396
24	PZ29	1550	68315	222883	11053182	60661996
24	LI04	863	37409	127304	6351855	59952336
24	WE2430	1560	68033	226440	11278703	60760968
24	WS04	3020	127854	442475	22741043	59837330
24	WE2431	1549	68020	225225	11235934	60314108
24	WS05	3056	127183	437362	22581034	59259500
24	BB10	2840	120745	421621	21239302	56573828
24	CA14	2763	113187	400069	20165023	56956960
24	VG21	2940	120421	422151	21627796	58571364
24	CE29	3021	124279	437050	22505611	60813184
24	FC11	910	39716	131107	6577722	60822758
24	MM27	2833	114209	404388	20706115	58442132
24	NF30	2947	122535	429902	21912933	57758706
24	MI21	1448	64272	210335	10679041	61135806
24	FU14	2699	113848	397049	20310057	58204196
24	BB13	2838	117906	414162	21010004	56037600
24	WB20	1158	52937	176842	8702806	60049722
25	SH2514	3023	123993	433395	22407838	59749886
25	NF24	2998	125210	436513	22468836	59101816
25	WB13	1309	58627	194104	9679526	60782842
25	CW2212	1787	80485	265000	13163538	58675660
25	SH2515	3068	124265	434698	22434537	59601612
25	VR14	1667	76964	250168	12438231	59067468
25	DN26	1418	63331	205339	10238474	59353062
25	BU1031	1916	82749	271519	13552082	57284226
25	VT27	3027	125810	435654	22517487	60127838
25	CW2214	2060	89744	298111	15082090	60666606
25	BU04	1981	86108	283400	14043740	58674714
25	GC30	2747	113800	398557	20340943	57274256
25	DL2524	2856	124380	426474	21883524	57459706
25	VT29	2748	118851	413133	21100078	56469484
25	DL23523	3071	127219	440047	22691987	59444582
25	PZ29	1542	68307	221853	11060220	60701034
25	LI04	867	37290	126613	6357415	59990098
25	WE2430	1558	67730	225494	11283444	60799770
25	WS04	3023	127869	442052	22763109	59876928
25	WE2431	1547	68105	224510	11245088	60352196
25	WS05	3042	127206	436785	22596876	59299486
25	BB10	2835	120704	420544	21252370	56610296
25	CA14	2759	113032	399392	20181213	56995928
25	VG21	2930	120266	421528	21639365	58612030
25	CE29	3012	124130	436237	22522270	60853878
25	FC11	910	39713	130809	6587567	60862910
25	MM27	2816	114039	403694	20726884	58479634
25	NF30	2929	122481	428780	21933548	57790924
25	MI21	1451	64222	209558	10685792	61175268
25	FU14	2697	113814	396272	20326062	58242866
25	BB13	2833	117811	412876	21016710	56073442
25	WB20	1167	52816	176169	8713228	60088656
26	SH2514	3045	124487	435851	22432576	59830422
26	NF24	3015	125532	439214	22490941	59181564
26	WB13	1322	58998	195958	9697737	60863460
26	CW2212	1796	80861	266392	13166790	58756260
26	SH2515	3087	124742	437435	22459975	59678648
26	VR14	1678	77258	251330	12437362	59146480
26	DN26	1424	63474	206469	10242830	59435134
26	BU1031	1930	83130	272947	13554560	57359930
26	VT27	3042	126242	438024	22541687	60211240
26	CW2214	2079	90202	299847	15092511	60747222
26	BU04	1996	86616	285100	14051376	58751144
26	GC30	2771	114189	400940	20358767	57349136
26	DL2524	2877	124822	429134	21912577	57536282
26	VT29	2762	119273	415487	21127050	56548090
26	DL23523	3093	127684	442476	22715721	59524162
26	PZ29	1558	68723	223626	11077720	60782124
26	LI04	866	37410	127521	6356532	60070242
26	WE2430	1576	68327	227102	11301167	60880162
26	WS04	3046	128207	444081	22781251	59957942
26	WE2431	1561	68554	226366	11271635	60434360
26	WS05	3065	127592	439162	22620529	59375906
26	BB10	2855	121101	422910	21275506	56685344
26	CA14	2778	113568	401562	20200408	57075160
26	VG21	2951	120746	423834	21672063	58688530
26	CE29	3031	124639	438603	22541996	60933312
26	FC11	915	39829	131477	6583122	60943330
26	MM27	2846	114536	405885	20742624	58558064
26	NF30	2949	122852	431274	21955987	57869046
26	MI21	1462	64648	211120	10702174	61255612
26	FU14	2716	114162	398576	20348508	58322948
26	BB13	2859	118271	415330	21039537	56148876
26	WB20	1167	53131	177332	8718423	60168742
27	SH2514	3025	124232	433554	22399524	59736936
27	NF24	2982	125546	437079	22460335	59080956
27	WB13	1295	58976	194941	9666147	60758746
27	CW2212	1780	80723	265166	13128371	58649112
27	SH2515	3062	124570	435375	22433359	59584664
27	VR14	1660	77068	249961	12398713	59038148
27	DN26	1411	63448	205596	10220506	59328630
27	BU1031	1906	82938	271340	13516133	57250318
27	VT27	3013	126082	436043	22509748	60116140
27	CW2214	2065	90212	299378	15104471	60648040
27	BU04	1967	86335	283502	14004837	58644452
27	GC30	2748	113945	399243	20331431	57263364
27	DL2524	2834	124695	427269	21882430	57444616
27	VT29	2730	119134	413527	21099792	56460552
27	DL23523	3057	127532	440714	22687315	59429056
27	PZ29	1533	68426	222578	11035153	60678696
27	LI04	849	37408	126658	6343983	59964450
27	WE2430	1549	68097	225632	11245906	60776732
27	WS04	3007	127975	442041	22745088	59863930
27	WE2431	1539	68278	224740	11221669	60328518
27	WS05	3043	127369	437215	22590646	59283958
27	BB10	2821	120906	420877	21241021	56589368
27	CA14	2743	113293	399738	20170088	56983750
27	VG21	2924	120592	421883	21642920	58596982
27	CE29	3005	124385	436488	22505946	60837348
27	FC11	903	39860	130842	6569659	60839138
27	MM27	2820	114417	404161	20712360	58467898
27	NF30	2916	122805	429224	21925048	57777340
27	MI21	1453	64360	209853	10663977	61152344
27	FU14	2681	114065	396669	20318421	58233708
27	BB13	2833	118033	413232	21008332	56064370
27	WB20	1155	53041	176464	8698641	60065048
28	SH2514	3020	124705	434296	22524803	60082456
28	NF24	2994	125883	438089	22589845	59425156
28	WB13	1306	59154	195152	9740121	61106508
28	CW2212	1789	81042	265708	13221522	58986012
28	SH2515	3068	124982	436145	22556603	59931068
28	VR14	1666	77297	250164	12487853	59379228
28	DN26	1422	63769	206495	10304249	59676674
28	BU1031	1921	83243	272073	13607415	57579360
28	VT27	3018	126433	436621	22630814	60465182
28	CW2214	2066	90525	299687	15188306	60995198
28	BU04	1983	86638	283796	14101916	58979048
28	GC30	2746	114474	399619	20448586	57594992
28	DL2524	2861	125116	427728	22004718	57782556
28	VT29	2730	119511	414228	21215866	56791834
28	DL23523	3068	127906	441337	22809795	59770472
28	PZ29	1548	68767	222455	11115425	61026238
28	LI04	857	37516	127032	6382771	60307172
28	WE2430	1561	68444	226874	11343655	61123402
28	WS04	3022	128518	442844	22875144	60211160
28	WE2431	1544	68457	224908	11305941	60674612
28	WS05	3030	127979	438246	22721898	59626438
28	BB10	2831	121340	421607	21363580	56916614
28	CA14	2747	113685	400406	20287877	57315476
28	VG21	2931	120945	422529	21756477	58935884
28	CE29	3014	124765	437228	22636789	61187214
28	FC11	905	39907	131038	6615561	61186420
28	MM27	2815	114810	404705	20833691	58810994
28	NF30	2926	123167	430039	22050137	58106998
28	MI21	1447	64686	210188	10736387	61501098
28	FU14	2690	114396	397350	20435296	58570606
28	BB13	2837	118467	413978	21129801	56384344
28	WB20	1161	53223	176366	8756317	60407616
29	SH2514	3034	124268	434800	22467379	59917014
29	NF24	3002	125440	438294	22533643	59263004
29	WB13	1314	59035	195432	9724332	60945786
29	CW2212	1792	80658	265497	13168853	58837576
29	SH2515	3083	124527	436488	22501072	59765228
29	VR14	1675	77086	250365	12447366	59225892
29	DN26	1424	63280	205591	10232387	59518378
29	BU1031	1929	82908	271733	13554327	57433210
29	VT27	3034	125952	436924	22578640	60301646
29	CW2214	2072	90058	298995	15111742	60830976
29	BU04	1995	86329	283638	14049081	58826250
29	GC30	2758	114061	399937	20395165	57435980
29	DL2524	2867	124568	428046	21951193	57618216
29	VT29	2749	119102	414579	21166422	56637116
29	DL23523	3091	127507	441585	22756580	59609660
29	PZ29	1554	68473	222775	11079842	60865320
29	LI04	861	37263	127149	6362545	60146220
29	WE2430	1572	68169	226282	11297138	60959046
29	WS04	3036	127971	443195	22822266	60049302
29	WE2431	1559	68383	225526	11270025	60514650
29	WS05	3059	127479	438170	22664582	59462456
29	BB10	2836	120861	421965	21312475	56767496
29	CA14	2771	113274	400526	20234931	57160114
29	VG21	2938	120552	422750	21705194	58773990
29	CE29	3031	124360	437473	22578673	61020532
29	FC11	910	39603	130983	6591257	61023300
29	MM27	2835	114369	404977	20779187	58646174
29	NF30	2928	122688	430347	21994783	57946828
29	MI21	1459	64338	209717	10699323	61336406
29	FU14	2709	114056	397744	20385772	58413608
29	BB13	2850	118130	414529	21080884	56230070
29	WB20	1164	52929	176678	8729038	60247424
30	SH2514	3029	124095	434353	22430391	59803464
30	NF24	3000	125262	437593	22485518	59151678
30	WB13	1304	58938	195181	9708829	60835064
30	CW2212	1777	80645	265240	13166861	58730670
30	SH2515	3069	124353	436095	22465753	59653512
30	VR14	1666	77006	250136	12435075	59120006
30	DN26	1407	63353	205708	10255639	59411080
30	BU1031	1914	82795	271442	13542394	57330770
30	VT27	3020	125721	436352	22531851	60184128
30	CW2214	2055	89815	298479	15085977	60718830
30	BU04	1978	86291	283430	14033643	58722704
30	GC30	2752	113844	399424	20362846	57325632
30	DL2524	2861	124389	427517	21913336	57512332
30	VT29	2739	118832	413911	21123375	56525764
30	DL23523	3078	127173	440828	22711828	59496304
30	PZ29	1548	68369	222466	11057518	60754114
30	LI04	852	37260	126970	6352770	60040018
30	WE2430	1562	67998	225482	11273239	60848396
30	WS04	3030	127725	442423	22777926	59933824
30	WE2431	1548	68329	224835	11250089	60404698
30	WS05	3042	127381	437787	22629128	59348560
30	BB10	2830	120736	421497	21270361	56657380
30	CA14	2758	113199	400193	20202769	57050800
30	VG21	2927	120370	422458	21665727	58662112
30	CE29	3025	124245	437001	22541861	60905274
30	FC11	901	39631	130873	6583178	60913406
30	MM27	2830	114204	404505	20745349	58534178
30	NF30	2934	122541	429784	21949900	57844562
30	MI21	1448	64406	210153	10688688	61226392
30	FU14	2690	113821	397140	20351477	58298756
30	BB13	2834	117797	413943	21040552	56124616
30	WB20	1151	52907	176521	8718273	60139226
31	SH2514	3030	124246	435582	22414253	59785580
31	NF24	3009	125283	438596	22468421	59138038
31	WB13	1312	58877	195886	9710727	60819938
31	CW2212	1788	80730	266386	13167395	58711668
31	SH2515	3078	124558	437140	22445386	59632694
31	VR14	1674	76899	251032	12443674	59101248
31	DN26	1411	63045	206203	10210314	59390832
31	BU1031	1927	82837	272790	13551148	57317642
31	VT27	3033	125945	437465	22523320	60168060
31	CW2214	2073	89942	299711	15086920	60701432
31	BU04	1985	86236	284889	14042780	58707216
31	GC30	2754	114111	400649	20347184	57306634
31	DL2524	2850	124663	428665	21897018	57496276
31	VT29	2747	119012	415036	21105917	56503492
31	DL23523	3077	127442	442091	22701372	59480942
31	PZ29	1552	68277	223269	11058557	60735768
31	LI04	859	37189	127306	6355533	60024848
31	WE2430	1567	68138	226936	11288613	60832040
31	WS04	3015	128060	443735	22759343	59913122
31	WE2431	1559	68437	226065	11262147	60387342
31	WS05	3050	127527	439106	22614979	59330052
31	BB10	2836	120915	422730	21263866	56646144
31	CA14	2763	113219	401251	20184915	57030160
31	VG21	2931	120518	423586	21647480	58644376
31	CE29	3023	124375	438298	22526648	60888400
31	FC11	909	39567	131334	6584595	60897942
31	MM27	2827	114378	405642	20728320	58515508
31	NF30	2947	122747	430787	21938704	57831640
31	MI21	1453	64476	210796	10671580	61209532
31	FU14	2702	113995	398368	20333905	58276648
31	BB13	2835	117988	415152	21026958	56114656
31	WB20	1165	52813	177119	8721732	60121770
32	SH2514	2994	124414	435958	22453459	59882304
