Jackknife	Sample	HIGH	MODERATE	LOW	MODIFIER	Total_Alleles
63	MI21	1455	64662	211039	10721978	61317082
63	FU14	2704	114307	398394	20373058	58384916
63	BB13	2835	118323	415316	21068323	56206212
63	WB20	1164	53264	177433	8743706	60224780
64	SH2514	3015	124370	434137	22437359	59843096
64	NF24	2993	125599	437856	22503969	59188072
64	WB13	1306	59147	195133	9706657	60868390
64	CW2212	1784	80732	264591	13156084	58754796
64	SH2515	3060	124670	435862	22470988	59690056
64	VR14	1667	77109	249686	12431372	59142302
64	DN26	1416	63532	205715	10244263	59436648
64	BU1031	1923	82997	271336	13558064	57352140
64	VT27	3019	126113	436322	22547235	60222502
64	CW2214	2065	90290	299015	15136869	60756004
64	BU04	1987	86465	283670	14056204	58746510
64	GC30	2738	114092	399277	20367295	57360012
64	DL2524	2840	124663	427281	21914214	57544434
64	VT29	2743	119171	413989	21133310	56556156
64	DL23523	3062	127512	440782	22717467	59534052
64	PZ29	1540	68494	222154	11063723	60787666
64	LI04	856	37407	127084	6365820	60071416
64	WE2430	1563	68321	226143	11315354	60883434
64	WS04	3005	128002	442168	22778626	59968404
64	WE2431	1553	68448	224939	11267193	60435508
64	WS05	3032	127502	437165	22625894	59389058
64	BB10	2827	120965	421371	21279915	56688978
64	CA14	2746	113357	399915	20206937	57081796
64	VG21	2917	120560	422213	21674550	58697762
64	CE29	3003	124432	436894	22547896	60944992
64	FC11	901	39768	130737	6590408	60948722
64	MM27	2824	114437	404245	20750213	58570158
64	NF30	2922	122793	429866	21963115	57880568
64	MI21	1450	64592	210024	10707508	61262384
64	FU14	2682	114004	397013	20355327	58334454
64	BB13	2821	118130	414008	21047601	56160972
64	WB20	1154	53126	176732	8727976	60170596
65	SH2514	3003	123932	433895	22462096	59887212
65	NF24	2991	125331	437536	22533482	59229014
65	WB13	1309	58847	194797	9716743	60910592
65	CW2212	1783	80621	265321	13193814	58795072
65	SH2515	3050	124231	435607	22494829	59735696
65	VR14	1664	76890	250195	12461273	59183782
65	DN26	1420	63139	205165	10245534	59481480
65	BU1031	1921	82869	271687	13583209	57389538
65	VT27	3013	125727	435812	22562892	60269376
65	CW2214	2067	90101	299391	15162301	60799792
65	BU04	1978	86220	283740	14074601	58786502
65	GC30	2742	113823	399277	20394885	57402200
65	DL2524	2842	124572	427451	21955244	57587672
65	VT29	2736	118823	413420	21151221	56605412
65	DL23523	3059	127251	440929	22757892	59575614
65	PZ29	1552	68378	222543	11086796	60831120
65	LI04	864	37330	126900	6368615	60113268
65	WE2430	1568	68326	226320	11332981	60926496
65	WS04	3011	127878	442473	22823443	60015468
65	WE2431	1556	68296	225142	11280905	60478318
65	WS05	3032	127342	437637	22667935	59434722
65	BB10	2823	120781	421373	21318612	56731422
65	CA14	2744	113107	399944	20241667	57125348
65	VG21	2919	120419	422084	21709371	58745384
65	CE29	3004	124156	436783	22582091	60988414
65	FC11	914	39716	130872	6599488	60990956
65	MM27	2802	114096	404278	20771872	58613996
65	NF30	2924	122622	429546	21999100	57916954
65	MI21	1451	64358	210174	10718238	61305818
65	FU14	2675	113819	397123	20389754	58378930
65	BB13	2827	117816	413853	21076837	56197008
65	WB20	1157	53063	176824	8747139	60215554
66	SH2514	3018	124833	436335	22583067	60200862
66	NF24	2987	125976	439816	22640181	59540852
66	WB13	1313	59189	195886	9764798	61234194
66	CW2212	1783	80978	266373	13252410	59110238
66	SH2515	3059	125067	437848	22611995	60048946
66	VR14	1670	77407	251516	12524667	59501066
66	DN26	1413	63594	206493	10305015	59797056
66	BU1031	1920	83261	273048	13643728	57698864
66	VT27	3006	126515	438355	22681664	60583118
66	CW2214	2061	90518	300433	15221844	61121538
66	BU04	1981	86687	284996	14138629	59101128
66	GC30	2744	114546	401482	20497290	57707098
66	DL2524	2845	125012	429381	22054630	57888828
66	VT29	2732	119546	415912	21264252	56898164
66	DL23523	3070	127976	442989	22862859	59887950
66	PZ29	1547	68762	223661	11141280	61152552
66	LI04	860	37512	127448	6396618	60431914
66	WE2430	1556	68459	227166	11375041	61248282
66	WS04	3016	128484	444466	22925198	60327988
66	WE2431	1559	68667	226302	11337955	60800238
66	WS05	3037	127889	439530	22771132	59742934
66	BB10	2812	121448	423519	21415319	57031950
66	CA14	2750	113760	401996	20333518	57424664
66	VG21	2910	121051	424347	21809804	59050546
66	CE29	3006	124918	439254	22693441	61309838
66	FC11	897	39826	131266	6626273	61313900
66	MM27	2825	114858	406232	20880532	58920676
66	NF30	2921	123223	431826	22100023	58221448
66	MI21	1447	64712	211108	10768469	61629520
66	FU14	2691	114545	399082	20486141	58682700
66	BB13	2825	118496	415786	21176766	56493418
66	WB20	1155	53180	177293	8779092	60533882
67	SH2514	3034	124326	434904	22477765	59923162
67	NF24	3009	125469	438292	22538311	59267146
67	WB13	1310	58734	194600	9698706	60951718
67	CW2212	1787	80660	265324	13177348	58841676
67	SH2515	3080	124554	436368	22508714	59773380
67	VR14	1671	76987	250071	12449183	59230136
67	DN26	1422	63285	205580	10249656	59522956
67	BU1031	1922	82846	271781	13569712	57433468
67	VT27	3043	125943	436968	22579866	60308480
67	CW2214	2073	89993	299087	15134100	60840182
67	BU04	1987	86312	283840	14063238	58833654
67	GC30	2757	113995	400009	20402867	57442958
67	DL2524	2869	124653	428197	21957181	57626514
67	VT29	2756	119024	414549	21169871	56639558
67	DL23523	3083	127496	441468	22759617	59615860
67	PZ29	1551	68341	222703	11078730	60872908
67	LI04	864	37204	126873	6364542	60156002
67	WE2430	1564	68013	225880	11300891	60966670
67	WS04	3031	128016	443048	22830274	60060212
67	WE2431	1557	68341	225739	11300375	60523656
67	WS05	3054	127600	438315	22675558	59470514
67	BB10	2840	120898	421868	21318420	56774028
67	CA14	2767	113408	400659	20241695	57167582
67	VG21	2945	120506	422724	21708104	58779990
67	CE29	3026	124495	437477	22587806	61027490
67	FC11	910	39586	130749	6592954	61032540
67	MM27	2838	114374	404844	20785506	58652746
67	NF30	2941	122773	430184	22002262	57957476
67	MI21	1453	64366	210089	10702368	61345320
67	FU14	2709	114044	397551	20390883	58416572
67	BB13	2845	118122	414495	21090181	56238006
67	WB20	1158	52842	176522	8735023	60257840
68	SH2514	3039	124227	433757	22428988	59824210
68	NF24	3012	125394	437370	22487282	59170170
68	WB13	1317	59047	195280	9709307	60845822
68	CW2212	1795	80751	265287	13176273	58729782
68	SH2515	3081	124519	435413	22460290	59668536
68	VR14	1678	77139	250441	12453769	59121222
68	DN26	1426	63359	205518	10230980	59413990
68	BU1031	1933	83042	271996	13564951	57324210
68	VT27	3038	125930	436143	22532291	60198736
68	CW2214	2079	90335	299552	15138631	60735658
68	BU04	1993	86444	283814	14057779	58728042
68	GC30	2755	113919	399487	20358679	57342862
68	DL2524	2862	124551	427363	21909102	57528442
68	VT29	2753	118995	413720	21121531	56540282
68	DL23523	3081	127443	440741	22715461	59511234
68	PZ29	1557	68566	222785	11076469	60765388
68	LI04	866	37318	127000	6360111	60048290
68	WE2430	1572	68263	226438	11308224	60860500
68	WS04	3026	127947	442311	22777075	59948760
68	WE2431	1564	68533	225720	11278668	60413768
68	WS05	3056	127403	437479	22623614	59366438
68	BB10	2847	120908	421359	21274828	56677548
68	CA14	2764	113211	399874	20198491	57067560
68	VG21	2942	120534	422182	21664329	58679982
68	CE29	3031	124375	436859	22540524	60923862
68	FC11	916	39713	131022	6591817	60925864
68	MM27	2836	114337	404180	20739956	58551136
68	NF30	2947	122627	429602	21954442	57858960
68	MI21	1457	64513	210422	10709322	61239594
68	FU14	2706	113935	396868	20347574	58315322
68	BB13	2842	118109	413680	21035895	56146640
68	WB20	1164	53027	176711	8730469	60149770
69	SH2514	3037	124454	435944	22430282	59824936
69	NF24	3006	125731	439326	22490768	59172978
69	WB13	1319	59200	196147	9720374	60851164
69	CW2212	1786	80988	266315	13169443	58734690
69	SH2515	3081	124777	437404	22459274	59673386
69	VR14	1669	77255	251174	12432949	59126732
69	DN26	1416	63465	206181	10213944	59418866
69	BU1031	1925	83149	272892	13555305	57329414
69	VT27	3035	126197	437762	22523674	60203580
69	CW2214	2070	90438	300346	15130372	60740488
69	BU04	1985	86527	284796	14045849	58733198
69	GC30	2757	114185	401027	20357193	57342776
69	DL2524	2864	124825	428923	21904615	57533072
69	VT29	2748	119256	415490	21122256	56541410
69	DL23523	3083	127673	442534	22714724	59516854
69	PZ29	1552	68716	223480	11070697	60769324
69	LI04	866	37499	127646	6366997	60054152
69	WE2430	1563	68369	227117	11312722	60866478
69	WS04	3032	128255	444185	22776276	59950134
69	WE2431	1554	68445	226008	11252121	60420488
69	WS05	3057	127743	439297	22623138	59366678
69	BB10	2849	121054	423069	21271678	56679444
69	CA14	2772	113586	401638	20197532	57067298
69	VG21	2946	120690	423936	21661906	58681272
69	CE29	3029	124577	438800	22540624	60927740
69	FC11	915	39878	131620	6597440	60931874
69	MM27	2835	114551	405891	20740642	58552284
69	NF30	2939	122923	431474	21955867	57864862
69	MI21	1461	64756	211197	10705588	61244574
69	FU14	2707	114167	398680	20346138	58315156
69	BB13	2851	118139	415653	21034365	56151156
69	WB20	1170	53302	177536	8736706	60154798
70	SH2514	3044	124640	435826	22469268	59941598
70	NF24	3017	125768	439358	22532356	59287768
70	WB13	1321	59308	196109	9733231	60973240
70	CW2212	1795	80908	266363	13185104	58852808
70	SH2515	3085	124837	437484	22499488	59790324
70	VR14	1682	77241	251145	12456420	59243240
70	DN26	1427	63387	206070	10231604	59535490
70	BU1031	1934	83135	272779	13576294	57445878
70	VT27	3045	126359	438023	22576408	60321570
70	CW2214	2080	90368	300251	15146694	60859932
70	BU04	1997	86570	284990	14070640	58848096
70	GC30	2770	114281	400968	20393738	57457470
70	DL2524	2867	124940	429112	21954479	57646344
70	VT29	2754	119283	415401	21159447	56652886
70	DL23523	3089	127752	442540	22755389	59635788
70	PZ29	1557	68800	223688	11089761	60889564
70	LI04	864	37532	127614	6374716	60172778
70	WE2430	1574	68237	226724	11297798	60986762
70	WS04	3042	128317	444193	22819076	60068828
70	WE2431	1565	68425	225999	11273551	60537810
70	WS05	3068	127832	439365	22664937	59485348
70	BB10	2851	121163	423038	21311557	56791196
70	CA14	2774	113556	401556	20232987	57178600
70	VG21	2947	120821	423857	21703391	58796254
70	CE29	3036	124729	438651	22581119	61047410
70	FC11	915	39902	131629	6607936	61051148
70	MM27	2845	114649	406078	20779246	58667544
70	NF30	2950	122971	431490	21995496	57976500
70	MI21	1463	64742	211180	10723887	61364530
70	FU14	2714	114303	398509	20382586	58430736
70	BB13	2854	118301	415440	21078315	56255682
70	WB20	1168	53291	177639	8747136	60273172
71	SH2514	3014	124603	435444	22438482	59846634
71	NF24	2991	125743	438933	22501233	59192948
71	WB13	1316	59152	195802	9714154	60872760
71	CW2212	1778	80759	265658	13164972	58758370
71	SH2515	3067	124875	437067	22473678	59695582
71	VR14	1668	77122	250730	12428750	59148010
71	DN26	1416	63458	206084	10223215	59442718
71	BU1031	1918	82983	272260	13548051	57352420
71	VT27	3024	126273	437580	22549354	60225864
71	CW2214	2065	90340	300054	15130105	60761976
71	BU04	1977	86389	284338	14039726	58749528
71	GC30	2747	114337	400626	20371340	57367876
71	DL2524	2852	124899	428602	21921918	57552316
71	VT29	2737	119309	415013	21133042	56566246
71	DL23523	3061	127728	442035	22723141	59535642
71	PZ29	1547	68494	223017	11068312	60790604
71	LI04	862	37346	127312	6360526	60075576
71	WE2430	1564	68230	226501	11270542	60887560
71	WS04	3013	128274	443583	22787509	59971470
71	WE2431	1551	68417	225764	11242239	60440076
71	WS05	3034	127762	438849	22635836	59391270
71	BB10	2832	121112	422681	21285322	56696526
71	CA14	2756	113582	401077	20211562	57089756
71	VG21	2924	120828	423599	21678611	58704644
71	CE29	3024	124692	438302	22557150	60948694
71	FC11	914	39763	131332	6591910	60951960
71	MM27	2826	114626	405487	20755255	58574476
71	NF30	2938	122979	430903	21967390	57880996
71	MI21	1451	64541	210527	10688238	61265202
71	FU14	2693	114242	398188	20360163	58338342
71	BB13	2825	118253	415102	21048711	56161548
71	WB20	1165	53228	177332	8733347	60175908
72	SH2514	3040	124847	436328	22551306	60147188
72	NF24	3002	126052	439849	22612877	59491430
72	WB13	1313	59150	195914	9750130	61176860
72	CW2212	1786	80971	266485	13230549	59053814
72	SH2515	3069	125116	438025	22582860	59995754
72	VR14	1675	77335	251399	12502259	59446052
72	DN26	1417	63641	206840	10300224	59741710
72	BU1031	1919	83289	273085	13620600	57646700
72	VT27	3029	126381	438220	22654103	60530824
72	CW2214	2070	90485	300643	15203002	61064788
72	BU04	1981	86651	285146	14115488	59047466
72	GC30	2758	114503	401386	20471128	57656798
72	DL2524	2859	125113	429366	22026911	57839742
72	VT29	2748	119405	415752	21237572	56850152
72	DL23523	3078	127932	442898	22835979	59836134
72	PZ29	1555	68681	223571	11121532	61096158
72	LI04	867	37456	127524	6391378	60375322
72	WE2430	1558	68316	227033	11343045	61191518
72	WS04	3026	128560	444567	22900890	60278792
72	WE2431	1549	68507	226275	11309572	60743688
72	WS05	3051	128067	439629	22747099	59690662
72	BB10	2831	121418	423368	21388459	56981552
72	CA14	2761	113797	402014	20310968	57377644
72	VG21	2941	121043	424031	21781486	58998500
72	CE29	3020	124904	439092	22664451	61254214
72	FC11	897	39870	131387	6615422	61256290
72	MM27	2829	114818	406294	20856353	58870408
72	NF30	2936	123303	431846	22072494	58170276
72	MI21	1444	64580	210882	10741008	61572252
72	FU14	2707	114483	399006	20460564	58634400
72	BB13	2837	118542	415697	21154367	56446510
72	WB20	1169	53167	177433	8771675	60479930
73	SH2514	3036	124555	434955	22437833	59851508
73	NF24	2996	125697	438360	22500544	59199174
73	WB13	1317	59099	195397	9704629	60878642
73	CW2212	1791	80708	265247	13157894	58766202
73	SH2515	3080	124800	436602	22468559	59701688
73	VR14	1675	77096	250232	12426267	59156794
73	DN26	1422	63286	205440	10225222	59449608
73	BU1031	1934	83061	272066	13539609	57362278
73	VT27	3028	126369	437050	22546671	60232598
73	CW2214	2080	90214	299445	15109529	60767152
73	BU04	1991	86455	284125	14031090	58761510
73	GC30	2757	114301	400278	20370825	57371596
73	DL2524	2863	124926	428232	21923755	57558084
73	VT29	2747	119231	414612	21133249	56573698
73	DL23523	3082	127746	441744	22725542	59541686
73	PZ29	1555	68455	222489	11048201	60797988
73	LI04	865	37301	127093	6345749	60082468
73	WE2430	1569	68094	225854	11269735	60891854
73	WS04	3019	128348	443377	22789791	59978306
73	WE2431	1562	68334	225187	11238144	60447584
73	WS05	3050	127848	438383	22636686	59395104
73	BB10	2845	121178	422108	21289673	56704788
73	CA14	2758	113533	400713	20208927	57095038
73	VG21	2941	120800	422887	21676410	58709384
73	CE29	3031	124701	437824	22551528	60953080
73	FC11	915	39679	131038	6574360	60958088
73	MM27	2835	114601	405146	20753000	58579186
73	NF30	2929	122973	430490	21966033	57887506
73	MI21	1454	64474	210071	10679192	61271870
73	FU14	2704	114301	397948	20361297	58343886
73	BB13	2856	118338	414690	21053572	56170718
73	WB20	1168	53060	176607	8710332	60184264
74	SH2514	3031	124712	435043	22435910	59818110
74	NF24	3004	125886	438558	22490501	59165784
74	WB13	1315	59175	195879	9708874	60844580
74	CW2212	1789	80895	265959	13162562	58736982
74	SH2515	3081	125018	436910	22467420	59665164
74	VR14	1676	77273	250980	12430300	59126610
74	DN26	1419	63500	206093	10218768	59420334
74	BU1031	1928	83201	272514	13544310	57331720
74	VT27	3031	126471	437145	22533824	60196314
74	CW2214	2069	90385	299697	15105341	60732746
74	BU04	1989	86589	284435	14038568	58730054
74	GC30	2756	114469	400373	20364669	57339630
74	DL2524	2866	125081	428362	21912812	57525316
74	VT29	2757	119440	414601	21122619	56540434
74	DL23523	3070	127879	441768	22715587	59509644
74	PZ29	1554	68682	223246	11062516	60765554
74	LI04	862	37431	127523	6358504	60048400
74	WE2430	1566	68320	226634	11286903	60862094
74	WS04	3023	128475	443472	22778341	59945834
74	WE2431	1556	68541	225704	11249211	60415860
74	WS05	3062	127949	438660	22634089	59362322
74	BB10	2850	121363	422386	21280232	56673950
74	CA14	2769	113624	400952	20201046	57062350
74	VG21	2943	120908	422947	21664256	58675156
74	CE29	3021	124814	437820	22541493	60919746
74	FC11	912	39778	131480	6585920	60924794
74	MM27	2832	114718	405190	20744064	58547776
74	NF30	2939	123104	430763	21956900	57855388
74	MI21	1460	64582	210706	10685201	61237494
74	FU14	2698	114314	397899	20351440	58309084
74	BB13	2851	118466	415010	21056763	56137854
74	WB20	1168	53232	177159	8722664	60150008
75	SH2514	3038	124465	435320	22416598	59782352
75	NF24	3005	125597	438829	22472898	59130044
75	WB13	1321	59187	195874	9711745	60809466
75	CW2212	1798	80928	265849	13148804	58696220
75	SH2515	3084	124695	436983	22446724	59629350
75	VR14	1681	77189	250836	12416800	59085290
75	DN26	1423	63465	206084	10216500	59377410
75	BU1031	1935	83089	272308	13533470	57292138
75	VT27	3035	126172	437649	22519004	60160530
75	CW2214	2078	90403	299892	15121158	60697760
75	BU04	1997	86508	284420	14025810	58692930
75	GC30	2762	114234	400552	20341619	57303770
75	DL2524	2868	124763	428722	21889756	57489796
75	VT29	2754	119145	415038	21100537	56504272
75	DL23523	3084	127588	442058	22696471	59475610
75	PZ29	1555	68708	223298	11052955	60728606
75	LI04	861	37370	127262	6353100	60012584
75	WE2430	1573	68274	226662	11286794	60825534
75	WS04	3033	128130	443764	22761406	59908494
75	WE2431	1559	68521	225683	11249541	60377518
75	WS05	3058	127576	438899	22604758	59328864
75	BB10	2844	121017	422579	21256059	56641990
75	CA14	2774	113428	400988	20183992	57026644
75	VG21	2937	120651	423278	21645829	58641260
75	CE29	3027	124533	438101	22522508	60885176
75	FC11	911	39805	131227	6584997	60888506
75	MM27	2836	114504	405259	20725295	58513612
75	NF30	2937	122813	430911	21936815	57822956
75	MI21	1458	64641	210608	10680606	61202426
75	FU14	2708	114139	398136	20331427	58276222
75	BB13	2843	118121	415157	21026206	56103324
75	WB20	1171	53096	177109	8727637	60113962
76	SH2514	3012	124056	433855	22387249	59723608
76	NF24	2978	125217	437197	22444696	59073860
76	WB13	1309	59027	195465	9698471	60749902
76	CW2212	1769	80526	265028	13134676	58638616
76	SH2515	3063	124334	435524	22419093	59571768
76	VR14	1663	77120	250393	12433110	59024586
76	DN26	1411	63475	205698	10223237	59318224
76	BU1031	1902	82880	271658	13532592	57236874
76	VT27	3003	125766	435945	22487881	60104358
76	CW2214	2054	90119	299309	15113895	60638528
76	BU04	1968	86237	283638	14025027	58632474
76	GC30	2734	113835	399137	20319975	57247490
76	DL2524	2839	124345	427079	21867343	57431662
76	VT29	2732	118823	413527	21078609	56445426
76	DL23523	3061	127230	440558	22670077	59422056
76	PZ29	1547	68538	223017	11066126	60667824
76	LI04	865	37392	127247	6357621	59953234
76	WE2430	1559	68233	226444	11292378	60763920
76	WS04	3005	127743	442037	22733561	59852598
76	WE2431	1552	68336	225349	11252350	60317772
76	WS05	3041	127249	437052	22577353	59273682
76	BB10	2829	120656	421179	21231747	56578740
76	CA14	2737	113107	399880	20160034	56970430
76	VG21	2915	120301	421865	21620178	58584642
76	CE29	3007	124106	436696	22501491	60826242
76	FC11	903	39759	131125	6583080	60829992
76	MM27	2801	114136	404147	20701120	58452744
76	NF30	2921	122503	429417	21909213	57766398
76	MI21	1441	64452	210401	10686829	61142514
76	FU14	2676	113761	396490	20308720	58216660
76	BB13	2826	117856	413466	20999466	56046434
76	WB20	1157	53055	176891	8724545	60053390
77	SH2514	3023	124516	433450	22388394	59723516
77	NF24	2993	125671	437261	22452124	59069800
77	WB13	1312	59044	194373	9692775	60743598
77	CW2212	1783	80766	264288	13128752	58638972
77	SH2515	3065	124794	434946	22418461	59572062
77	VR14	1668	77242	249545	12427599	59024320
77	DN26	1426	63657	205709	10230139	59318694
77	BU1031	1924	83053	270739	13527233	57233960
77	VT27	3019	126157	435698	22492063	60104686
77	CW2214	2065	90270	298240	15107208	60634700
77	BU04	1986	86431	282523	14018261	58624474
77	GC30	2750	114213	398626	20320315	57248788
77	DL2524	2852	124770	426558	21870622	57432422
77	VT29	2737	119223	413339	21086057	56457642
77	DL23523	3067	127634	440181	22671273	59420092
77	PZ29	1557	68685	222577	11063508	60666154
77	LI04	867	37451	126789	6349312	59946278
77	WE2430	1560	68327	225091	11267708	60760506
77	WS04	3017	128174	441908	22737546	59851512
77	WE2431	1550	68381	224222	11234411	60315216
77	WS05	3043	127645	436702	22581081	59269120
77	BB10	2829	121011	420555	21230635	56574314
77	CA14	2758	113457	399374	20164554	56976308
77	VG21	2927	120702	421344	21622327	58585852
77	CE29	3016	124542	436120	22500986	60822668
77	FC11	906	39816	130834	6577788	60821248
77	MM27	2821	114493	403618	20705042	58456330
77	NF30	2926	122928	429321	21914314	57759462
77	MI21	1457	64589	210066	10676328	61135896
77	FU14	2703	114155	396248	20313644	58223044
77	BB13	2832	118223	413334	21005159	56048460
77	WB20	1164	53133	176112	8709306	60048030
78	SH2514	3037	124906	437072	22612505	60311804
78	NF24	3002	126061	440603	22673810	59651666
78	WB13	1315	59277	196537	9784382	61344642
78	CW2212	1797	81067	266996	13269392	59216028
78	SH2515	3075	125183	438850	22643983	60159378
78	VR14	1671	77388	251809	12536208	59608398
78	DN26	1424	63706	207164	10327475	59905874
78	BU1031	1926	83291	273540	13659404	57804608
78	VT27	3024	126586	439254	22717282	60695886
78	CW2214	2076	90560	301157	15240109	61231846
78	BU04	1984	86679	285567	14155258	59209806
78	GC30	2765	114567	402145	20525843	57813326
78	DL2524	2864	125210	430310	22088600	57998370
78	VT29	2744	119598	416622	21295105	57006362
78	DL23523	3072	128096	443837	22898958	59999814
78	PZ29	1553	68865	224219	11162131	61262738
78	LI04	863	37503	127874	6410030	60542510
78	WE2430	1565	68484	227697	11387728	61359640
78	WS04	3030	128659	445492	22962775	60440884
78	WE2431	1557	68685	226849	11353543	60909684
78	WS05	3048	128170	440522	22808449	59854666
78	BB10	2838	121472	424085	21445812	57136922
78	CA14	2758	113778	402663	20362745	57532484
78	VG21	2935	121073	425005	21839472	59158124
78	CE29	3024	124944	439833	22724633	61420976
78	FC11	911	39919	131859	6642225	61423894
78	MM27	2829	114881	407030	20910390	59030192
78	NF30	2934	123247	432663	22133157	58330286
78	MI21	1459	64796	211719	10783998	61740140
78	FU14	2698	114503	399662	20514646	58792738
78	BB13	2845	118603	416663	21211200	56600252
78	WB20	1168	53235	177745	8790724	60643786
79	SH2514	3010	124589	434475	22438581	59848122
79	NF24	2986	125719	437968	22501884	59192518
79	WB13	1296	59065	195060	9691501	60870004
79	CW2212	1761	80934	265596	13169906	58756398
79	SH2515	3054	124793	436223	22470903	59697018
79	VR14	1662	77224	250427	12436459	59146512
79	DN26	1397	63429	205494	10220146	59444732
79	BU1031	1908	83067	271819	13545293	57355320
79	VT27	3007	126293	436570	22543094	60229122
79	CW2214	2048	90413	299669	15130821	60759648
